geoid10,pop19,pop22,black19,black22,hisp19,hisp22,perc19,perc22
12086005802,10388,8972,25,22,9949,8467,96.01,94.62
12086005901,4341,4462,0,31,3929,4039,90.51,91.21
12086005902,3964,3790,47,16,3698,3558,94.48,94.3
12086005903,5799,5141,41,14,5405,4797,93.91,93.58
12086005904,4538,5653,27,71,4051,4973,89.86,89.23
12086006001,6314,6160,73,20,5250,5223,84.3,85.11
12086006002,5438,5150,129,36,4427,4365,83.78,85.46
12086006101,6236,5003,0,41,4401,3331,70.57,67.4
12086006102,6181,6172,0,37,3459,3808,55.96,62.3
12086006201,2809,2729,5,35,2482,2185,88.54,81.35
12086006203,1938,2155,2,18,1187,1363,61.35,64.08
12086006205,3998,4313,3,58,3178,3299,79.56,77.83
12086006206,2909,3838,37,40,1850,2388,64.87,63.26
12086006301,7070,6910,5,49,6425,6282,90.95,91.62
12086006302,4996,5235,59,40,4442,4462,90.09,86
12086006401,3991,3240,50,16,3703,2967,94.04,92.07
12086006402,4061,3792,55,60,3791,3290,94.71,88.34
12086006403,3498,3202,182,29,3103,2753,93.91,86.88
12086006501,4030,3063,0,13,3716,2677,92.21,87.82
12086006503,2789,2448,36,14,2323,2039,84.58,83.86
12086006504,2612,2120,0,17,2184,1750,83.61,83.35
12086006601,7148,7092,135,58,6055,5998,86.6,85.39
12086006602,4860,6686,112,260,4005,4722,84.71,74.51
12086006702,9011,18046,185,488,4272,9274,49.46,54.1
12086006705,2949,4532,62,44,1645,3015,57.88,67.5
12086006706,2052,2404,100,32,1136,1658,60.23,70.3
12086006707,4315,5076,0,80,2472,2844,57.29,57.6
12086006711,2645,4374,210,157,1665,2171,70.89,53.22
12086006713,2076,2416,16,65,1312,1231,63.97,53.64
12086006714,1745,2304,0,25,1287,1334,73.75,58.98
12086006900,6258,5695,32,76,5103,4514,82.05,80.6
12086007001,9862,9515,66,152,8617,7876,88.05,84.37
12086007002,7600,8207,177,111,7012,6512,94.59,80.7
12086007101,2719,2600,1189,611,791,1217,72.82,70.31
12086007200,2907,2537,2050,1496,488,566,87.31,81.28
12086007400,7178,7394,0,83,4274,4387,59.54,60.45
12086007501,2920,2763,16,18,1770,1724,61.16,63.05
12086007503,908,882,0,8,489,486,53.85,56.01
12086007601,3070,2601,17,35,1959,1725,64.36,67.67
12086007603,3481,3959,1278,1222,1271,1434,73.23,67.09
12086007604,5447,6612,142,154,3022,3576,58.09,56.41
12086007605,4674,4035,36,96,2479,2900,53.81,74.25
12086007606,6028,5047,747,310,3197,3073,65.43,67.03
12086007701,6730,6277,7,20,5867,5638,87.28,90.14
12086007702,6653,5972,26,56,5096,4719,76.99,79.96
12086007704,4591,6414,134,196,3202,4314,72.66,70.31
12086007705,4635,5557,85,96,3564,4153,78.73,76.46
12086007801,968,830,14,6,527,387,55.89,47.35
12086007804,7091,8374,91,284,4971,5522,71.39,69.33
12086007805,4775,4934,141,81,2826,3442,62.14,71.4
12086007806,4570,3954,47,43,2254,1890,50.35,48.89
12086007807,4743,4438,11,67,2373,2262,50.26,52.48
12086007901,3568,3662,113,39,1799,2106,53.59,58.57
12086007902,3374,3465,0,41,1517,1717,44.96,50.74
12086008000,6351,5227,517,44,3194,2813,58.43,54.66
12086008102,5155,4754,33,98,1868,2318,36.88,50.82
12086008202,3908,4283,329,139,1464,2201,45.88,54.63
12086008208,4765,4915,636,551,2263,2745,60.84,67.06
12086008209,4871,4587,382,248,1832,2176,45.45,52.84
12086008304,8910,7969,6365,4554,2080,3014,94.78,94.97
12086008305,5414,5393,581,304,2407,3156,55.19,64.16
12086008306,9023,7360,2922,1852,4608,4245,83.45,82.84
12086008307,7152,6138,3064,2021,3108,3340,86.3,87.34
12086008308,5954,5540,1955,1386,2862,3623,80.9,90.42
12086008309,4445,4832,3713,3362,606,1292,97.17,96.32
12086008405,6081,6389,296,144,3315,4513,59.38,72.89
12086008407,7367,7262,56,60,5219,5676,71.6,78.99
12086008409,5660,5515,367,302,3237,3283,63.67,65
12086008410,6022,5829,34,134,3331,4091,55.88,72.48
12086008412,5777,7952,244,254,4601,6162,83.87,80.68
12086008414,7609,7068,379,376,4559,4660,64.9,71.25
12086008415,5075,4533,146,101,2392,2843,50.01,64.95
12086008416,3381,3804,0,60,2418,3018,71.52,80.91
12086008417,4941,5670,187,135,3963,4644,83.99,84.29
12086008418,2848,2791,151,50,2269,2265,84.97,82.95
12086008419,4697,5086,350,96,3764,4044,87.59,81.4
12086008501,7615,6398,68,26,6691,5559,88.76,87.29
12086008502,4912,4448,5,34,4115,3666,83.88,83.18
12086008601,4851,4888,14,21,4224,4401,87.36,90.47
12086008602,6301,6178,20,33,5523,5277,87.97,85.95
12086008701,6272,5868,0,15,5662,5217,90.27,89.16
12086008702,6177,5505,40,19,5273,4808,86.01,87.68
12086008803,6471,6658,1,21,5984,6101,92.49,91.95
12086008804,7129,7394,24,19,6512,6896,91.68,93.52
12086008805,5603,4999,14,3,5362,4677,95.95,93.62
12086008806,4113,3887,7,7,3780,3609,92.07,93.03
12086008901,7384,6571,0,12,7043,5942,95.38,90.61
12086008902,6755,7266,40,10,6357,6777,94.7,93.41
12086008904,2197,3285,667,1077,658,1301,60.31,72.39
12086008906,5334,5464,0,22,5035,4999,94.39,91.89
12086008907,4739,4583,55,73,4096,3936,87.59,87.48
12086009006,10272,10082,295,44,9273,9202,93.15,91.71
12086009010,5221,8201,17,180,4076,6419,78.39,80.47
12086009014,4230,4427,7,42,3906,3954,92.51,90.26
12086009015,4922,6856,0,27,4605,6373,93.56,93.35
12086009017,6062,6471,0,23,5865,6075,96.75,94.24
12086009019,4818,3996,13,8,4633,3747,96.43,93.97
12086009020,2850,2957,0,45,2787,2696,97.79,92.7
12086009021,4762,4237,30,23,4624,3952,97.73,93.82
12086009022,2147,2477,15,12,2010,2329,94.32,94.51
12086009023,7425,5695,63,36,6992,5299,95.02,93.68
12086009024,4837,5984,64,95,4252,4926,89.23,83.91
12086009026,2527,2349,0,25,2266,2149,89.67,92.55
12086009027,4516,4410,0,39,4119,3927,91.21,89.93
12086009028,4377,5837,0,36,4035,5307,92.19,91.54
12086009029,3933,4090,6,15,3656,3586,93.11,88.04
12086009030,4657,5484,24,35,4386,5051,94.7,92.74
12086009031,4000,2347,18,19,3799,2136,95.43,91.82
12086009034,8101,13316,239,119,6041,10881,77.52,82.61
12086009035,5211,9852,92,137,4119,8142,80.81,84.03
12086009036,8372,8706,75,51,6771,7231,81.77,83.64
12086009038,8036,8990,266,134,6341,7552,82.22,85.49
12086009039,5442,6282,153,93,4213,5207,80.23,84.37
12086009040,160,7138,0,59,155,6012,96.88,85.05
12086009043,5052,5266,53,57,4177,4368,83.73,84.03
12086009044,1730,3424,0,26,1563,3002,90.35,88.43
12086009046,1135,1182,132,5,882,1046,89.34,88.92
12086009047,3215,3625,65,17,2730,3207,86.94,88.94
12086009100,8047,6195,1269,430,6385,5294,95.12,92.4
12086009200,3685,3406,9,2,3485,3164,94.82,92.95
12086009305,5115,5108,71,38,3981,4183,79.22,82.64
12086009306,6324,7080,6,30,5673,6512,89.8,92.4
12086009307,6599,6472,203,94,6126,6041,95.91,94.79
12086009308,7878,6496,12,15,7560,6156,96.12,95
12086009309,7698,6635,4,18,7545,6266,98.06,94.71
12086009311,6307,6394,18,14,6040,5998,96.05,94.03
12086009312,5083,5795,182,251,4014,4641,82.55,84.42
12086009313,5197,5489,114,96,4029,4644,79.72,86.35
12086009314,4487,3845,37,10,4284,3663,96.3,95.53
12086009315,2928,3507,9,7,2668,3305,91.43,94.44
12086009400,6874,6144,4410,3061,2163,2808,95.62,95.52
12086009501,5321,5560,4414,4378,733,900,96.73,94.93
12086009503,4608,4560,3981,3321,594,1068,99.28,96.25
12086009504,5089,4658,4334,3610,473,871,94.46,96.2
12086009600,7458,7020,6107,5162,816,1272,92.83,91.65
12086009704,6050,6135,541,590,1934,2671,40.91,53.15
12086009705,4924,4827,463,480,2891,3068,68.12,73.5
12086009706,3860,2768,334,322,1926,1539,58.55,67.23
12086009803,4973,7272,2314,3760,1607,2439,78.85,85.24
12086009804,3535,2522,1517,1061,769,846,64.67,75.61
12086009806,2966,3042,1210,1036,920,1158,71.81,72.12
12086009807,7457,6283,5017,3579,1270,1707,84.31,84.13
12086009808,4561,7727,1951,2586,1683,3158,79.68,74.34
12086009901,9225,10318,6761,8193,1381,1370,88.26,92.68
12086009903,5203,5208,4961,4246,184,758,98.89,96.08
12086009904,2849,3898,2431,3088,337,649,97.16,95.87
12086009905,5931,5336,4875,4333,790,693,95.52,94.19
12086009906,5633,5569,4672,4095,724,1125,95.79,93.73
12086010001,6936,6626,5210,3990,1576,2399,97.84,96.42
12086010005,7661,7535,1342,1078,5815,5954,93.42,93.32
12086010006,8960,7736,4177,3128,4456,4226,96.35,95.06
12086010009,7936,7698,2905,2324,4566,5077,94.14,96.14
12086010010,4910,4794,2518,1731,2326,2866,98.66,95.89
12086010011,6230,7017,4565,4644,1363,2098,95.15,96.08
12086010012,5220,5333,4695,3515,386,1476,97.34,93.59
12086010013,4780,4164,1459,721,3064,3153,94.62,93.04
12086010015,4014,4076,67,58,3526,3605,89.51,89.87
12086010016,5218,4751,962,472,4093,3946,96.88,92.99
12086010193,2810,4518,95,155,2142,3504,79.61,80.99
12086010198,3689,3336,360,269,2257,2480,70.94,82.4
12086010201,4550,4952,462,398,3029,3772,76.73,84.21
12086010204,7355,6506,830,569,5212,5190,82.15,88.52
12086010205,5557,4819,1089,591,3855,3823,88.97,91.6
12086010207,3621,4695,1329,855,1915,3483,89.59,92.4
12086010208,5010,4768,1731,871,2951,3576,93.45,93.27
12086010209,5338,5384,1273,871,3495,4033,89.32,91.08
12086010210,6882,6913,1579,1629,4612,4693,89.96,91.45
12086010300,8178,9307,109,276,4310,6353,54.04,71.23
12086010400,3438,5519,824,928,1998,3914,82.08,87.73
12086010500,10496,15729,3646,4136,4967,9958,82.06,89.61
12086010604,5218,5110,166,283,2019,2696,41.87,58.3
12086010606,7322,6105,905,459,4059,3981,67.8,72.73
12086010608,5940,5402,998,420,2963,3644,66.68,75.23
12086010609,5564,5636,1547,630,3047,4427,82.57,89.73
12086010610,3921,4562,498,377,1585,2519,53.12,63.48
12086010612,10225,10277,1889,1084,5414,6834,71.42,77.05
12086010613,5218,5899,521,655,2989,3930,67.27,77.73
12086010614,9139,8925,2688,2565,5211,5677,86.43,92.35
12086010617,6082,6670,850,962,3728,4733,75.27,85.38
12086010703,13038,18574,2983,3272,8662,13416,89.32,89.85
12086010704,11098,12056,3160,2415,6839,8454,90.1,90.15
12086010801,7071,9226,2145,1965,4353,6432,91.9,91.01
12086010802,7944,11088,3151,3392,3874,6675,88.43,90.79
12086010900,6208,6783,737,939,4988,5348,92.22,92.69
12086011001,10717,10184,2422,1702,7593,7737,93.45,92.68
12086011003,4457,4791,807,535,3230,3913,90.58,92.84
12086011005,7042,5939,1196,546,5235,4813,91.32,90.23
12086011007,6342,12384,406,1836,3686,8091,64.52,80.16
12086011008,4059,4837,521,696,3080,3462,88.72,85.96
12086011009,5861,6579,1107,1067,3273,4446,74.73,83.8
12086011101,9260,8957,1589,962,6865,7284,91.3,92.06
12086011102,6694,7112,485,497,3485,4386,59.31,68.66
12086011201,6962,7368,1458,1358,3718,4479,74.35,79.22
12086011202,7223,8479,244,364,5471,6870,79.12,85.32
12086011300,9438,10167,4681,4203,4333,5518,95.51,95.61
12086011401,16545,20401,4094,5013,7449,11329,69.77,80.1
12086011403,7050,7710,1845,1974,4095,4937,84.26,89.64
12086011404,8822,7832,2155,1972,4960,4545,80.65,83.21
12086011500,6535,7660,57,208,3940,5652,61.16,76.5
12086011600,6507,7811,653,684,5168,6343,89.46,89.96
12086011700,7575,6847,562,416,6607,5959,94.64,93.11
12086011800,3589,3523,706,461,2245,2654,82.22,88.42
12086011900,5410,5694,314,374,4297,4626,85.23,87.81
12086012000,8238,8985,707,309,7035,8053,93.98,93.07
12086012100,15694,15098,879,599,12834,13479,87.38,93.24
12086012200,5648,5030,8,48,4782,4246,84.81,85.37
12086012300,7278,6347,540,298,6328,5471,94.37,90.89
12086012400,10120,9251,635,383,8714,7985,92.38,90.46
12086012500,6827,5656,3,12,6600,5263,96.72,93.26
12086012600,7451,6559,0,10,7101,6178,95.3,94.34
12086012700,8044,15870,233,427,7048,13381,90.51,87.01
12086012800,9000,8015,47,124,7863,6911,87.89,87.77
12086012900,4483,4286,30,12,4453,4054,100,94.87
12086013000,5292,4359,0,6,4814,4106,90.97,94.33
12086013100,5729,4982,13,19,5612,4719,98.18,95.1
12086013200,6135,5401,66,8,5838,5121,96.23,94.96
12086013300,5878,5947,2,13,5642,5604,96.02,94.45
12086013400,6291,4970,107,17,5934,4652,96.03,93.94
12086013500,5475,4998,18,10,5293,4756,97,95.36
12086013600,5945,5614,0,11,5887,5341,99.02,95.33
12086013700,5502,6678,140,13,5223,6326,97.47,94.92
12086013800,7364,6274,54,20,7122,5947,97.45,95.11
12086013900,4885,4237,32,12,4757,3971,98.03,94.01
12086014000,162,1085,0,354,142,452,87.65,74.29
12086014100,2872,836,1170,377,1283,227,85.41,72.25
12086014200,5624,4626,22,28,5337,4263,95.29,92.76
12086014300,3711,3478,12,10,3442,3133,93.07,90.37
12086014400,4707,4595,22,34,4324,4230,92.33,92.8
12086014500,4694,4474,23,5,4338,4061,92.91,90.88
12086014600,7851,6766,85,34,7542,6369,97.15,94.63
12086014700,6782,6797,1,31,6472,6323,95.44,93.48
12086014800,5983,6253,22,14,5620,5887,94.3,94.37
12086014900,5651,5264,13,10,5327,4867,94.5,92.65
12086015000,9086,9544,40,34,8656,8766,95.71,92.2
12086015100,13175,12832,1201,1242,10441,9814,88.36,86.16
12086015200,7217,6983,77,54,6674,6292,93.54,90.88
12086015300,5850,6296,11,18,5525,5821,94.63,92.74
12086015400,5598,5785,30,6,5386,5353,96.75,92.64
12086015500,6594,6159,51,19,5791,5579,88.6,90.89
12086015600,4538,4517,13,68,3640,3714,80.5,83.73
12086015700,2590,2621,49,48,2070,2245,81.81,87.49
12086015800,4904,4891,55,15,4453,4519,91.92,92.7
12086015900,4298,3498,4,16,3852,3211,89.72,92.25
12086016000,5038,4583,14,34,4557,4158,90.73,91.47
12086016100,5299,4532,0,19,4960,4201,93.6,93.12
12086016200,3453,3373,3,47,3055,2962,88.56,89.21
12086016300,5522,4724,19,69,4689,4121,85.26,88.7
12086016400,6500,7135,52,69,6141,6273,95.28,88.89
12086016500,9301,6484,186,101,7795,5450,85.81,85.61
12086016600,3925,3715,280,47,3409,3347,93.99,91.36
12086016700,5867,4667,32,30,5120,4253,87.81,91.77
12086016800,4233,3942,48,33,3538,3421,84.72,87.62
12086016900,5059,4610,0,72,4780,4115,94.49,90.82
12086017000,5938,5067,6,32,5532,4621,93.26,91.83
12086017100,6772,6802,101,45,6107,6204,91.67,91.87
12086017200,4289,3617,32,30,3819,3077,89.79,85.9
12086017300,4690,4470,34,93,4072,3859,87.55,88.41
12086017400,6244,7013,95,100,5374,5891,87.59,85.43
12086017500,4295,3745,28,47,3965,3463,92.97,93.72
12086017600,7137,6617,4,104,6370,5900,89.31,90.74
12086017700,4234,4689,173,46,3745,4266,92.54,91.96
12086017800,6333,6063,111,76,6028,5600,96.94,93.62
12086017900,8807,9071,60,216,6884,7767,78.85,88.01
12086018000,8267,12378,584,376,6690,10258,87.99,85.91
12086018100,5250,4829,131,119,3906,4011,76.9,85.52
12086018200,2569,2596,108,85,2184,2154,89.22,86.25
12086018300,5490,5703,145,215,4189,4670,78.94,85.66
12086018400,3954,3697,159,132,3297,3120,87.41,87.96
12086018500,4773,4901,302,209,3222,3862,73.83,83.06
12086018600,9303,7825,423,276,7194,6579,81.88,87.6
12086018700,5527,4405,155,170,4403,3521,82.47,83.79
12086018800,7840,8743,193,302,5555,6916,73.32,82.56
12086018900,7240,6626,202,249,4143,4639,60.01,73.77
12086019000,6115,5768,280,143,4529,4611,78.64,82.42
12086019100,4760,5799,177,166,3272,4678,72.46,83.53
12086019200,5823,4491,520,149,3348,3377,66.43,78.51
12086019300,8431,7806,920,703,4641,5558,65.96,80.21
12086019400,8318,8671,404,345,5877,6362,75.51,77.35
12086019500,6719,7640,264,392,4519,5977,71.19,83.36
12086019600,6409,5901,606,442,4004,4484,71.93,83.48
12086019700,4325,3792,627,285,2497,2721,72.23,79.27
12086019800,8867,9984,419,419,6866,8179,82.16,86.12
12086019900,10994,11019,756,512,8817,9430,87.07,90.23
12086020000,7009,7164,288,230,5542,6031,83.18,87.4
12086020100,5179,4341,152,226,4039,3639,80.92,89.03
12086020200,5272,5489,752,527,3859,4364,87.46,89.11
12086020300,3640,3413,229,236,3087,2875,91.1,91.15
12086490100,1959,1459,5,9,1920,1361,98.26,93.9
12086980300,4570,4511,554,1698,722,1553,27.92,72.07
12086980400,0,16,0,0,0,11,,68.75
12086980500,0,469,0,41,0,342,,81.66
12086980700,1141,999,542,528,405,361,83,88.99
34013000100,6236,6153,1309,1109,3822,4157,82.28,85.58
34013000200,3458,3293,395,415,2485,2586,83.29,91.13
34013000300,3684,3410,1025,891,2117,2141,85.29,88.91
34013000400,2362,2514,72,202,1721,1836,75.91,81.07
34013000500,2019,1936,90,82,1615,1542,84.45,83.88
34013000600,4361,4295,521,301,3084,3186,82.66,81.19
34013000700,6600,7108,3296,2928,3015,3681,95.62,92.98
34013000800,4854,4621,959,587,3250,3588,86.71,90.35
34013000900,3537,4387,1459,1750,1791,2427,91.89,95.21
34013001000,3300,3936,1845,1868,1050,1638,87.73,89.08
34013001100,3036,4312,1230,1227,542,1054,58.37,52.9
34013001300,1646,2025,1317,1309,242,610,94.71,94.77
34013001400,2783,3528,1886,2579,808,780,96.8,95.21
34013001500,1837,2084,1444,1516,349,484,97.6,95.97
34013001600,1693,1999,1023,1022,615,823,96.75,92.3
34013001700,2231,2654,1720,1894,447,648,97.13,95.78
34013001800,1940,2490,1755,1882,181,467,99.79,94.34
34013001900,1791,2296,1652,1905,130,257,99.5,94.16
34013002000,4250,4184,3839,3683,294,226,97.25,93.43
34013002100,3159,3479,2878,2940,208,242,97.69,91.46
34013002201,8490,8106,4566,4332,1947,1836,76.71,76.09
34013002202,3428,3433,2895,3020,10,190,84.74,93.5
34013002300,4111,4780,3523,4109,413,358,95.74,93.45
34013002400,2689,3955,2480,3268,36,456,93.57,94.16
34013002500,2986,4269,2727,3629,70,399,93.67,94.35
34013002600,1944,2249,1523,1639,336,441,95.63,92.49
34013002800,1536,2127,1185,1753,272,288,94.86,95.96
34013003100,1961,2232,1699,1770,242,375,98.98,96.1
34013003500,2052,3026,1820,2416,182,440,97.56,94.38
34013003700,1540,2656,1452,2276,69,279,98.77,96.2
34013003800,1958,2594,1629,2050,300,426,98.52,95.45
34013003900,930,1698,844,1433,74,228,98.71,97.82
34013004100,2445,3449,2260,2863,140,369,98.16,93.71
34013004200,2840,3627,2470,3134,344,338,99.08,95.73
34013004300,2510,3207,2378,2815,88,264,98.25,96.01
34013004400,1834,2125,1686,1857,117,217,98.31,97.6
34013004500,3051,3729,2942,3239,50,313,98.07,95.25
34013004600,2733,3742,2672,3231,0,307,97.77,94.55
34013004700,5229,4806,4993,4283,77,281,96.96,94.96
34013004801,2507,2593,1973,2097,432,359,95.93,94.72
34013004802,3391,3128,2554,2078,740,755,97.14,90.57
34013004900,3568,4188,3196,3613,281,391,97.45,95.61
34013005000,2813,3185,2332,2606,336,415,94.85,94.85
34013005100,2145,2759,2029,2358,41,275,96.5,95.43
34013005200,1261,1483,1229,1281,20,138,99.05,95.68
34013005300,2013,2858,1861,2414,104,278,97.62,94.19
34013005400,3492,4656,3069,3596,293,790,96.28,94.2
34013005700,2718,2990,1181,1017,971,1318,79.18,78.09
34013006200,1509,1875,1174,1346,335,453,100,95.95
34013006400,1048,1320,751,857,64,145,77.77,75.91
34013006600,1361,1305,1044,990,219,253,92.8,95.25
34013006700,3616,3593,2104,1567,979,1630,85.26,88.98
34013006800,5990,5442,1134,900,3138,2588,71.32,64.09
34013006900,5116,4627,48,66,3122,2385,61.96,52.97
34013007000,3933,3878,0,83,1760,2010,44.75,53.97
34013007400,5462,4746,1936,1257,1627,1742,65.23,63.19
34013007501,4383,4194,568,562,2044,2221,59.59,66.36
34013007502,2936,3244,410,596,1695,1782,71.7,73.3
34013007600,3119,3304,77,56,1608,1620,54.02,50.73
34013007700,3018,2484,75,58,1846,1321,63.65,55.52
34013007800,3576,3714,115,84,2330,2296,68.37,64.08
34013007900,4162,4339,225,265,2346,2487,61.77,63.42
34013008000,2455,2921,680,1028,941,903,66.03,66.11
34013008100,3298,4539,2501,3190,434,792,88.99,87.73
34013008200,2086,2245,1501,1383,194,313,81.26,75.55
34013008700,4478,4322,796,629,3390,3384,93.48,92.85
34013008800,1873,2009,402,487,1411,1412,96.8,94.52
34013008900,2020,2271,372,398,1563,1725,95.79,93.48
34013009000,2022,1787,1099,1046,682,548,88.08,89.2
34013009100,2972,3530,237,554,2632,2752,96.53,93.65
34013009200,2965,3494,1468,1175,1318,1981,93.96,90.33
34013009300,5162,5281,1083,1012,3652,3861,91.73,92.27
34013009400,5261,6003,1007,1302,3106,3835,78.18,85.57
34013009500,5727,6248,746,766,4368,4743,89.3,88.17
34013009600,4955,5577,1423,1580,3358,3686,96.49,94.42
34013009700,5271,5198,760,659,4192,4200,93.95,93.48
34013009900,1741,2174,1609,1731,46,238,95.06,90.57
34013010000,2782,3304,2570,2680,47,330,94.07,91.1
34013010100,3228,2762,2849,2084,275,439,96.78,91.35
34013010200,4582,4406,4102,3212,207,748,94.04,89.88
34013010300,3837,4360,3327,3279,260,692,93.48,91.08
34013010400,5103,5149,4513,4149,227,629,92.89,92.79
34013010500,4441,4390,3730,3402,454,588,94.21,90.89
34013010600,4235,4893,3476,3884,532,643,94.64,92.52
34013010700,3290,3710,3008,2750,145,598,95.84,90.24
34013010800,2445,2712,1996,1862,397,666,97.87,93.22
34013010900,2642,2584,2419,2014,131,383,96.52,92.76
34013011100,3910,4040,3207,2983,453,782,93.61,93.19
34013011200,2914,3469,2605,2825,185,350,95.74,91.52
34013011300,3239,4233,2722,3464,399,484,96.36,93.27
34013011400,4863,4958,4137,3989,286,457,90.95,89.67
34013011500,2412,2535,2056,2115,179,222,92.66,92.19
34013011600,3090,3133,2953,2628,84,229,98.28,91.19
34013011700,3484,3471,3276,2845,101,291,96.93,90.35
34013011800,2340,2458,2181,2116,106,150,97.74,92.19
34013011900,1663,1781,1339,1348,185,283,91.64,91.58
34013012000,6177,6736,5304,5443,588,846,95.39,93.36
34013012100,4119,4429,2882,2825,937,1343,92.72,94.11
34013012200,5343,6531,4563,4622,478,1419,94.35,92.5
34013012300,4973,4962,4164,4165,619,428,96.18,92.56
34013012400,4482,4555,3736,3623,579,655,96.27,93.92
34013012500,3701,4038,3380,3400,103,350,94.11,92.87
34013012600,2885,3087,2695,2608,94,275,96.67,93.39
34013012700,4509,4263,4083,3602,157,420,94.03,94.35
34013012800,3473,3688,2903,2904,125,524,87.19,92.95
34013012900,3422,3652,2684,2850,699,615,98.86,94.88
34013013000,1846,3331,1441,2862,67,216,81.69,92.4
34013013100,1706,2270,1444,1780,238,357,98.59,94.14
34013013200,2581,3428,2220,2568,202,717,93.84,95.83
34013013300,3440,3749,2944,3059,425,456,97.94,93.76
34013014200,4201,4070,145,223,1894,1904,48.54,52.26
34013014300,5453,5658,223,290,2804,3199,55.51,61.66
34013014400,3663,3966,513,352,1578,2269,57.08,66.09
34013014500,4272,4064,526,323,2172,2610,63.16,72.17
34013014600,4234,4814,618,572,2100,2645,64.19,66.83
34013014700,6213,7391,858,789,2759,3663,58.22,60.24
34013015300,2845,3017,633,849,756,801,48.82,54.69
34013015500,4107,4000,1331,702,991,1528,56.54,55.75
34013015600,3744,4632,722,1236,988,1312,45.67,55.01
34013015700,2142,3004,798,1016,807,975,74.93,66.28
34013015800,4172,3598,749,731,1324,1615,49.69,65.2
34013015900,5552,5131,1296,1305,2866,2429,74.96,72.77
34013016700,2702,2595,886,875,624,377,55.88,48.25
34013017100,2411,2247,1627,1282,414,552,84.65,81.62
34013017200,2571,3087,1489,1670,199,314,65.66,64.27
34013017600,4794,4660,1866,1898,1686,1604,74.09,75.15
34013017700,4702,5203,1920,1966,1953,2359,82.37,83.13
34013017800,3709,3697,1048,1410,1594,1474,71.23,78.01
34013018100,2094,1884,1543,1336,403,418,92.93,93.1
34013018200,4660,4360,3251,2723,1274,1324,97.1,92.82
34013018300,4732,4899,3045,2428,1477,2100,95.56,92.43
34013018400,1983,2240,1598,1516,268,561,94.1,92.72
34013018600,3590,5095,1601,2257,1857,2464,96.32,92.66
34013018700,4883,5052,4329,3813,323,830,95.27,91.9
34013018800,5010,4613,4051,3572,278,520,86.41,88.71
34013018900,3421,4292,2654,2635,550,1256,93.66,90.66
34013019600,5424,5966,2678,2600,183,557,52.75,52.92
34013019700,5955,6509,3631,3894,814,688,74.64,70.39
34013022700,3143,3437,2153,2226,800,922,93.95,91.59
34013022800,2335,2427,2060,1984,244,347,98.67,96.04
34013022900,4426,5603,2235,2713,711,1146,66.56,68.87
34013023000,3213,3783,2555,2736,350,844,90.41,94.63
34013023100,2379,2685,1987,2247,346,318,98.07,95.53
34013023200,3307,3761,2463,2748,549,655,91.08,90.48
34013980100,2260,5593,1645,2955,319,1233,86.9,74.88
34013980200,1717,1084,1216,702,155,261,79.85,88.84
34027043500,3638,4107,776,877,2488,2685,89.72,86.73
34027044800,7217,7342,453,309,4910,5845,74.31,83.82
34027044900,6175,5842,329,244,4279,4402,74.62,79.53
34027045000,4932,4227,89,184,3160,3171,65.88,79.37
34027045100,6607,6811,161,212,2962,3351,47.27,52.31
34027045602,1593,150,192,7,998,40,74.7,31.33
34039030200,3283,3895,812,836,2243,2761,93.06,92.35
34039030400,5995,6854,1848,1869,3497,4397,89.16,91.42
34039030500,5399,5942,676,431,4238,4790,91.02,87.87
34039030600,3295,3731,859,884,1671,2197,76.78,82.58
34039030701,1809,2190,0,87,1138,1450,62.91,70.18
34039030702,8789,8339,721,1015,6135,5945,78.01,83.46
34039030802,3121,3006,446,292,2043,2174,79.75,82.04
34039030900,6332,6485,126,198,5230,5336,84.59,85.34
34039031000,4390,4553,536,314,3721,3887,96.97,92.27
34039031100,5622,6260,192,417,4766,5056,88.19,87.43
34039031200,5642,6712,1697,1602,3323,4428,88.98,89.84
34039031300,6720,7587,1964,1295,3739,4668,84.87,78.59
34039031400,5111,5807,2279,2054,2476,3057,93.03,88.01
34039031500,5913,5690,433,520,3544,3547,67.26,71.48
34039031601,3808,4397,850,1216,2608,2455,90.81,83.49
34039031602,5879,5768,791,982,4077,3434,82.8,76.56
34039031700,5860,5961,1996,1904,2722,2710,80.51,77.4
34039031801,5298,5616,543,660,3656,3986,79.26,82.73
34039031802,2611,3345,472,815,1580,2063,78.59,86.04
34039031903,5535,6516,650,947,3618,4316,77.11,80.77
34039031904,3183,3288,833,739,2042,2095,90.32,86.19
34039032001,6559,6544,261,703,4760,4563,76.55,80.47
34039032002,4333,4090,711,381,2488,2826,73.83,78.41
34039032100,6957,6519,405,284,3480,3177,55.84,53.09
34039032200,6057,5440,5453,4257,303,756,95.03,92.15
34039032300,2334,2252,1638,1577,365,406,85.82,88.06
34039032400,7825,8001,3577,3075,1499,2225,64.87,66.24
34039032500,5563,5780,1715,1770,1433,1627,56.59,58.77
34039032600,4739,4294,2785,2626,326,610,65.65,75.36
34039032700,7533,7824,2742,2958,1260,1444,53.13,56.26
34039032800,4677,5306,3670,3763,481,693,88.75,83.98
34039033100,6064,5958,1771,1777,832,1263,42.93,51.02
34039033200,5029,4341,1306,1267,1119,969,48.22,51.51
34039033900,3098,3322,456,286,1111,1495,50.58,53.61
