geoid10,pop19,pop22,black19,black22,hisp19,hisp22,perc19,perc22
36085002900,5781,6871,2704,2837,2299,2825,86.54,82.4
36085004000,12668,13842,4813,5681,5065,3644,77.98,67.37
36085007500,4606,4200,1001,850,2056,1534,66.37,56.76
36085007700,1338,1762,618,667,410,776,76.83,81.9
36085008100,4074,4822,1392,1317,996,1654,58.62,61.61
36085009700,4316,4458,1397,1318,1256,1218,61.47,56.89
36085010500,4857,5597,847,914,1472,2002,47.75,52.1
36085012500,2668,3087,620,410,833,1119,54.46,49.53
36085013301,1531,1631,639,768,587,637,80.08,86.14
36085013302,3576,3733,1489,1075,1499,1927,83.56,80.42
36085014100,2344,2868,269,382,1025,1139,55.2,53.03
36085020700,6178,7378,2208,2113,3289,4001,88.98,82.87
36085021300,4878,5737,638,879,1983,3021,53.73,67.98
36085022300,2627,3134,964,1126,915,1244,71.53,75.62
36085023100,4267,4959,1350,1230,1447,1976,65.55,64.65
36085023900,3310,3605,396,688,2097,1563,75.32,62.44
36085024700,2691,2893,656,675,841,1003,55.63,58
36085030302,6279,6669,1107,1284,2248,2306,53.43,53.83
36085031901,2550,3262,1540,1526,692,1218,87.53,84.12
36085031902,4611,5500,2853,2904,966,1722,82.82,84.11
36085032300,1131,1233,336,415,515,454,75.24,70.48
36087010502,7090,7493,791,1376,2100,2551,40.78,52.41
36087010601,3815,4058,382,578,1770,1848,56.41,59.78
36087010602,6714,6883,1032,1391,3636,3609,69.53,72.64
36087010701,4421,4021,674,606,2129,2261,63.4,71.3
36087010702,3910,4387,339,210,3308,3735,93.27,89.92
36087010703,3763,3857,455,222,2377,2729,75.26,76.51
36087011301,7561,8588,2552,2464,2492,3861,66.71,73.65
36087011504,7152,7847,4076,2963,1295,3269,75.1,79.42
36087012202,6249,5832,3813,2911,1490,1705,84.86,79.15
36087012300,6135,6838,2189,1459,3087,2878,86,63.42
36087012401,5146,5312,2895,2658,521,709,66.38,63.38
36087012402,5983,4891,2348,1209,2798,2854,86.01,83.07
36103110902,4194,4299,918,718,1398,1812,55.22,58.85
36103111002,5868,5840,688,550,2999,2981,62.83,60.46
36103111100,8623,9228,721,1011,4603,5821,61.74,74.04
36103111201,4795,4026,346,284,2498,2424,59.31,67.26
36103122403,2495,5986,1457,1843,309,1686,70.78,58.95
36103122405,3780,3507,2316,1855,485,648,74.1,71.37
36103122406,5363,5064,3381,2370,1591,2350,92.71,93.21
36103122501,4042,4828,2579,2400,1229,1923,94.21,89.54
36103122502,4478,4879,3098,3086,1212,1322,96.25,90.35
36103122704,2262,2619,655,756,507,456,51.37,46.28
36103122801,6025,5924,2301,1778,932,1361,53.66,52.99
36103123201,1905,1813,701,436,518,692,63.99,62.22
36103123202,9471,6778,4595,3293,3778,2566,88.41,86.44
36103123301,8553,7588,4689,3427,2976,2823,89.62,82.37
36103123302,1799,1767,953,820,531,753,82.49,89.02
36103123401,4543,6137,121,1285,1256,1869,30.31,51.39
36103123701,7037,7050,714,879,4307,4561,71.35,77.16
36103123702,8394,8779,585,687,3103,3853,43.94,51.71
36103145602,6197,6592,880,618,4121,5088,80.7,86.56
36103145603,7113,4943,1038,509,5156,3963,87.08,90.47
36103145604,5160,5079,359,434,3991,4038,84.3,88.05
36103145605,4020,3869,819,488,2231,2820,75.87,85.5
36103145702,6551,6609,736,713,4422,4862,78.74,84.35
36103145703,5607,6018,880,832,3022,4119,69.59,82.27
36103145704,7430,7754,1457,1418,3585,4453,67.86,75.72
36103145901,3497,3458,660,485,1245,1677,54.48,62.52
36103145902,9296,9215,2422,1572,4454,5892,73.97,81
36103146001,5682,5096,717,437,3676,4047,77.31,87.99
36103146002,5943,5499,907,630,4219,3788,86.25,80.34
36103146003,9030,8256,1785,1704,3985,3982,63.9,68.87
36103146102,2522,2756,337,307,1529,1885,73.99,79.54
36103146105,6843,7294,999,988,4360,5376,78.31,87.25
36103146106,4267,4761,463,548,2810,3419,76.7,83.32
36103146201,4998,5137,601,500,3598,3946,84.01,86.55
36103146202,5377,5048,2099,1294,3005,3262,94.92,90.25
36103146203,5484,6027,998,1175,3251,3900,77.48,84.2
36103146204,6500,6587,1363,896,3996,4880,82.45,87.69
36103146403,4958,4575,1514,938,2524,2987,81.44,85.79
36103146404,3754,5208,766,798,1691,2761,65.45,68.34
36103146703,3752,4268,563,534,1065,1793,43.39,54.52
36103147200,6187,6655,1072,1147,2348,2235,55.28,50.82
36103147300,8441,7681,2325,1407,2924,2853,62.18,55.46
36103158705,3866,3981,1723,1478,1086,1479,72.66,74.28
36103159103,6239,6283,1855,1743,2731,2816,73.51,72.56
36103169800,5757,7096,860,677,1666,3650,43.88,60.98
36103190401,10396,8935,2200,1106,3532,4318,55.14,60.71
36103201100,6409,8479,757,769,3700,6346,69.54,83.91
36119000101,4671,5837,718,1111,3722,4242,95.05,91.71
36119000103,4709,5200,1763,1848,2279,2734,85.84,88.12
36119000104,20,1016,0,268,0,349,0,60.73
36119000201,8167,8054,1461,1351,5289,5815,82.65,88.97
36119000202,4084,3804,583,781,1936,2088,61.68,75.42
36119000203,3527,3365,120,397,1564,1589,47.75,59.02
36119000300,4697,4324,1010,891,2913,2933,83.52,88.44
36119000401,3715,6065,1055,1926,1584,2960,71.04,80.56
36119000402,4718,5979,2120,2756,1699,2564,80.95,88.98
36119000500,3169,6021,1160,1609,1677,3677,89.52,87.79
36119000600,7204,7356,2318,2002,3116,3913,75.43,80.41
36119000702,4718,5230,1735,1542,1672,1621,72.21,60.48
36119000802,2543,2646,294,325,860,1207,45.38,57.9
36119000803,4560,4786,471,626,1878,2149,51.51,57.98
36119001000,1800,1820,1087,658,422,844,83.83,82.53
36119001101,3914,3907,575,605,2591,2951,80.89,91.02
36119001102,4851,5617,1040,1256,2401,3210,70.93,79.51
36119001200,4050,5336,622,752,2500,3788,77.09,85.08
36119001301,4537,3887,590,414,2187,1922,61.21,60.1
36119001302,3923,4101,583,591,1990,2519,65.59,75.84
36119001303,6672,7135,1339,1086,3654,4999,74.84,85.28
36119001505,2159,2198,464,446,530,737,46.04,53.82
36119001600,3154,4105,243,482,1432,2026,53.11,61.1
36119001800,1984,1803,1063,755,677,681,87.7,79.65
36119002106,2739,2602,752,803,531,732,46.84,58.99
36119002600,4095,4335,3273,3476,451,488,90.94,91.44
36119002700,3981,3757,3363,3172,476,403,96.43,95.16
36119002800,2363,2732,2147,2261,60,248,93.4,91.84
36119002900,3826,4285,3429,3314,380,741,99.56,94.63
36119003000,3223,3228,2400,2509,461,389,88.77,89.78
36119003100,2607,3211,2133,2548,310,371,93.71,90.91
36119003200,2231,2954,1752,2317,306,408,92.25,92.25
36119003300,3150,3993,2896,3248,206,485,98.48,93.49
36119003400,5131,4148,4167,3201,577,613,92.46,91.95
36119003500,1919,2061,1040,1146,536,667,82.13,87.97
36119003600,3849,4499,1610,1751,1514,1911,81.16,81.4
36119003700,4034,4020,1503,1616,1259,1253,68.47,71.37
36119003800,2923,3380,895,982,567,791,50.02,52.46
36119003900,3238,3819,761,1085,578,834,41.35,50.25
36119004000,6111,6793,3668,3844,1014,1558,76.62,79.52
36119004100,4416,3704,3358,2464,494,695,87.23,85.29
36119004200,4512,4937,2830,2687,521,906,74.27,72.78
36119005800,4306,4181,511,521,2249,2304,64.1,67.57
36119005901,4626,5138,549,1185,1823,2185,51.28,65.59
36119006000,4227,4335,900,984,1265,1383,51.22,54.6
36119006100,3903,4099,780,804,1845,1860,67.26,64.99
36119006200,5939,5053,592,470,3619,3593,70.9,80.41
36119006300,6267,6827,1925,1608,2766,3726,74.85,78.13
36119006400,5746,5504,2845,2415,1661,1918,78.42,78.72
36119006500,5808,5809,1712,1670,1981,2184,63.58,66.35
36119007800,4310,4738,459,469,3206,3562,85.03,85.08
36119007900,8394,8701,272,280,6256,6523,77.77,78.19
36119008000,5234,5963,501,271,4174,4778,89.32,84.67
36119008100,4758,5026,129,122,2842,3179,62.44,65.68
36119008800,4677,4619,627,606,1895,1672,53.92,49.32
36119008902,3637,3404,412,493,1418,1337,50.32,53.76
36119009100,5722,5708,743,706,3364,3255,71.78,69.39
36119009200,7658,7477,1097,1047,4455,3777,72.5,64.52
36119009300,3600,3679,1279,972,847,1151,59.06,57.71
36119009400,4447,4290,567,471,2073,1959,59.37,56.64
36119009500,5058,5175,595,666,1934,1722,50,46.14
36119010902,5793,5805,2054,1929,1066,1421,53.86,57.71
36119010903,4679,5251,2275,2063,918,1771,68.24,73.01
36119011000,2662,2533,833,749,760,754,59.84,59.34
36119011200,4136,4226,1028,761,1619,1998,64,65.29
